,,,,,,,,,,,,,,,,,,,,,,,,,
,,Device history data,,,,,,,,,,,,,,,,,,,,,,,
,Device,TMM 12026-3 I   HBC-SERIES,,,,,,,,,,,,,,,,,,,,,,,
,Type,HBC-Series,,,,,,,,,,,,,,,,,,,,,,,
,Firmware,5.75,,,,,,,,,,,,,,,,,,,,,,,
,Serial number,52FF6D066571525319151687,,,,,,,,,,,,,,,,,,,,,,,
,Created,"27/02/2024, 12:22",,MGM ProTool v3.5.1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Time,Input voltage,Input current,Motor revolutions WRONG ,Motor revolutions,Controller temperature,Peak current,Battery internal voltage,Main bus voltage,Input request,Incoming power,Cruising speed (car),Motor temperature,Battery temperature,Output power,Automatic regulation,I*T fuse,Low voltage,High current,ESC overheated,Motor overheated,Battery overheated,HW current fuse,HW overvoltage/undervoltage,Pulse current
,,[V],[A],[x100rpm],[x100rpm],[°C],[A],[V],[V],[%],[W],[km/h],[°C],[°C],[%],,,,,,,,,,[A]
,2m 3s 700ms,16.139,0.6,0,0,50,1,16.156,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 3s 800ms,16.156,0.4,0,0,51,1,16.174,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 3s 900ms,16.104,0.4,0,0,51,1,16.156,10.318,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 4s,16.174,0.6,0,0,51,1,16.174,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 4s 100ms,16.139,0.2,0,0,51,2,16.156,10.318,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 4s 200ms,16.156,0,0,0,50,1,16.174,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 4s 300ms,16.122,0.6,0,0,50,1,16.174,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 4s 400ms,16.156,0.4,0,0,50,1,16.174,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 4s 500ms,16.156,0.2,0,0,50,1,16.174,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 4s 600ms,16.174,0,0,0,51,1,16.174,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 4s 700ms,16.174,0.6,0,0,51,1,16.122,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 4s 800ms,16.174,0.2,0,0,51,1,16.191,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 4s 900ms,16.156,0.6,0,0,51,1,16.191,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 5s,16.156,0.6,0,0,51,1,16.156,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 5s 100ms,16.174,0.6,0,0,51,1,16.174,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 5s 200ms,16.122,0.6,0,0,51,1,16.156,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 5s 300ms,16.174,0.6,0,0,51,1,16.156,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 5s 400ms,16.156,0.4,0,0,51,1,16.174,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 5s 500ms,16.104,0,0,0,50,1,16.156,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 5s 600ms,16.156,0.2,0,0,50,2,16.156,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 5s 700ms,16.122,0.6,0,0,51,1,16.174,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 5s 800ms,16.139,0.6,0,0,51,1,16.174,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 5s 900ms,16.156,0.6,0,0,51,2,16.191,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 6s,16.156,0.4,0,0,51,1,16.104,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 6s 100ms,16.156,0.2,0,0,51,1,16.156,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 6s 200ms,16.174,0.6,0,0,51,1,16.156,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 6s 300ms,16.122,0.4,0,0,51,1,16.104,10.318,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
